title,creation_year_start,creation_year_end,medium,classification,dimension,artwork_id,full_image_url,artist_id,artist_display
Opium Smokers Served Fruit and Bread,1725,1775,Gum tempera and gold on paper,Painting,"{'image': {'height': 0.185, 'width': 0.29}, 'with mat': {'height': 0.363, 'width': 0.49}}",TCMA-c8f7891e-b534-467e-8615-5dd261601dc2,https://openaccess-cdn.clevelandart.org/1971.90/1971.90_full.tif,,
"Pradyumna and Mayavati Fly to Dvaraka, from the Large Basohli Bhagavata Purana",1755,1770,"Gum tempera, ink, and gold on paper",Painting,"{'image': {'height': 0.281, 'width': 0.385}, 'overall': {'height': 0.305, 'width': 0.412}}",TCMA-1edb208d-01f2-4e57-839b-76f77d5a10c4,https://openaccess-cdn.clevelandart.org/1971.93/1971.93_full.tif,,
Paintings after Ancient Masters: Calligraphy,1598,1652,"album leaf, ink and color on silk",Painting,"{'overall': {'height': 0.302, 'width': 0.267}, 'text field': {'height': 0.302, 'width': 0.46}}",TCMA-7945f625-d6a3-4fb6-9049-fe07a0df5793,https://openaccess-cdn.clevelandart.org/1979.27.2.22/1979.27.2.22_full.tif,TCMA-6274,"Chen Hongshou (Chinese, 1598/99–1652)"
"Playing the ""Hand Game""",1755,1765,hanging scroll; ink and color on paper,Painting,"{'overall': {'height': 0.39, 'width': 0.553}}",TCMA-0abb370f-fee3-4ce2-bfc8-0277b39a595a,https://openaccess-cdn.clevelandart.org/1985.258/1985.258_full.tif,TCMA-23319,Hasegawa Yasumasa (Japanese)
Woman Looking at the Moon,1800,1899,hanging scroll; ink and color on silk,Painting,"{'overall': {'height': 1.892, 'width': 0.533}, 'painting only': {'height': 0.965, 'width': 0.337}}",TCMA-8d9fe262-3cc3-4a8c-a09b-ba984fff1cb5,https://openaccess-cdn.clevelandart.org/1985.260/1985.260_full.tif,,
Aged Pine,1717,1780,hanging scroll; ink on paper,Painting,"{'image': {'height': 0.898, 'width': 0.28}, 'overall': {'height': 1.625, 'width': 0.407}}",TCMA-5275bd80-1def-48c6-ac96-b3f91ee93b05,https://openaccess-cdn.clevelandart.org/1985.267/1985.267_full.tif,TCMA-23424,"Nakayama Kōyō (Japanese, 1717–1780)"
Shennong (Shinnō),1460,1540,hanging scroll; ink on paper,Painting,"{'painting only': {'height': 0.665, 'width': 0.562}, 'including mounting': {'height': 1.61, 'width': 0.562}}",TCMA-6ca33602-4246-4535-b779-a9f2d24fd0e0,https://openaccess-cdn.clevelandart.org/1986.48/1986.48_full.tif,TCMA-35398,Shōryō (Japanese)
Hotei with Daoist Immortals,1670,1730,triptych of hanging scrolls: ink on paper,Painting,"{'overall': {'height': 2.102, 'width': 0.686}}",TCMA-39dbe23e-05a0-4e07-9c75-8d5fd339ba3a,https://openaccess-cdn.clevelandart.org/1989.8/1989.8_full.tif,TCMA-296960,"Kyūseki Tomonobu (Japanese, 1653–1721)"
Hotei with Daoist Immortals: Immortal Riding Carp,1670,1721,triptych of hanging scrolls: ink on paper,Painting,"{'painting only': {'height': 1.196, 'width': 0.51}, 'including mounting': {'height': 2.102, 'width': 0.686}}",TCMA-058c58b1-7fc1-4aec-a32d-da0f3a712ea4,https://openaccess-cdn.clevelandart.org/1989.8.1/1989.8.1_full.tif,TCMA-296960,"Kyūseki Tomonobu (Japanese, 1653–1721)"
Hotei with Daoist Immortals: Immortal with Gourd and Dragon,1670,1721,triptych of hanging scrolls: ink on paper,Painting,"{'painting only': {'height': 1.196, 'width': 0.51}, 'including mounting': {'height': 2.102, 'width': 0.686}}",TCMA-196c93b6-97fc-448a-b5f9-e585d0728fd2,https://openaccess-cdn.clevelandart.org/1989.8.3/1989.8.3_full.tif,TCMA-296960,"Kyūseki Tomonobu (Japanese, 1653–1721)"
Demon Intoning the Name of the Buddha,1875,1912,hanging scroll; ink and color on silk,Painting,"{'overall': {'height': 1.944, 'width': 0.61}, 'painting only': {'height': 1.06, 'width': 0.42}}",TCMA-7a9e7de6-5462-425d-add3-f630e41cd8b1,https://openaccess-cdn.clevelandart.org/1991.77/1991.77_full.tif,TCMA-35755,"Suzuki Shōnen (Japanese, 1849–1918)"
Mt. Fuji through Pines,1780,1820,"hanging scroll, ink and color on silk",Painting,"{'painting only': {'height': 0.9, 'width': 0.308}, 'including mounting': {'height': 1.835, 'width': 0.495}}",TCMA-63512a83-a07e-4d38-864c-c9e365ea725d,https://openaccess-cdn.clevelandart.org/1995.18/1995.18_full.tif,TCMA-65597,"Kubo Shunman (Japanese, 1757–1820)"
Thatched Hut by Water's Edge,1500,1573,hanging scroll; ink on paper,Painting,"{'image': {'height': 0.438, 'width': 0.292}, 'overall': {'height': 1.396, 'width': 0.508}}",TCMA-e0a52b97-565c-4da2-87c6-6cc60a1f58b0,https://openaccess-cdn.clevelandart.org/1997.125/1997.125_full.tif,,
Portrait of Samurai-Official: Hirai KyoseiHirai Kyosei,1776,1776,hanging scroll; ink and color on silk,Painting,"{'overall': {'height': 1.879, 'width': 0.559}, 'painting only': {'height': 0.965, 'width': 0.383}}",TCMA-c59c46cd-12e0-431d-bef9-0b2ee1856d9c,https://openaccess-cdn.clevelandart.org/1999.89.1/1999.89.1_full.tif,TCMA-34134,"Tsukioka Settei (Japanese, 1710–1786)"
Portrait of Samurai-Official: Hirai Rinsei,1776,1776,hanging scroll; ink and color on silk,Painting,"{'overall': {'height': 1.879, 'width': 0.559}, 'painting only': {'height': 0.965, 'width': 0.355}}",TCMA-3c066906-856a-4fdd-b3cf-5a23a7ee392d,https://openaccess-cdn.clevelandart.org/1999.89.2/1999.89.2_full.tif,TCMA-34134,"Tsukioka Settei (Japanese, 1710–1786)"
Worship of Dvaraka Nathji at Kankroli,1875,1885,Gum tempera and gold on paper,Painting,"{'overall': {'height': 0.328, 'width': 0.252}}",TCMA-fba1209b-647f-485d-a4c1-09158eaa0a2f,https://openaccess-cdn.clevelandart.org/2001.161/2001.161_full.tif,,
Sri Nathaji,1890,1910,Gum tempera on paper,Painting,"{'overall': {'height': 0.245, 'width': 0.172}}",TCMA-e91a4b88-6118-4bcd-bced-c91c715b41d0,https://openaccess-cdn.clevelandart.org/2001.162/2001.162_full.tif,,
A Couple (from the series Costumes and Professions),1825,1875,"Gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.241, 'width': 0.199}}",TCMA-2668bdc3-9dbd-4238-bc7f-4d2b29370d78,https://openaccess-cdn.clevelandart.org/2001.164/2001.164_full.tif,,
Vaishnava Devotee with Two Women,1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'painting only': {'height': 0.454, 'width': 0.278}}",TCMA-b60de3e7-07ed-4abc-8021-faa0783419f7,https://openaccess-cdn.clevelandart.org/2003.101/2003.101_full.tif,,
Leaf from a Kalighat album: Maid bringing a hookah to a lady (recto); Krishna weighed against precious objects(?) (verso),1875,1905,"Gum tempera, graphite, ink, and tin on paper; Woodcut, hand colored with gum tempera",Painting,"{'secondary support': {'height': 0.486, 'width': 0.301}, 'recto image': {'height': 0.458, 'width': 0.275}, 'verso image': {'height': 0.255, 'width': 0.355}}",TCMA-bf20b1e2-f81e-4907-8027-1ed7c0be2564,https://openaccess-cdn.clevelandart.org/2003.107/2003.107_full.tif,,
"Maid bringing a hookah to a lady (recto), from a Kalighat album",1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.486, 'width': 0.301}, 'painting only': {'height': 0.458, 'width': 0.275}}",TCMA-47449bab-e2a7-4282-8f32-2cb2936fc132,https://openaccess-cdn.clevelandart.org/2003.107.a/2003.107.a_full.tif,,
"Dushyanta watching his son Bharat playing with the tiger at the end of the Abhijnanashakuntalam (verso), from a Kalighat album",1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.478, 'width': 0.294}, 'painting': {'height': 0.455, 'width': 0.282}}",TCMA-5df34355-b9bf-4fc2-8c07-e8f12401c83e,https://openaccess-cdn.clevelandart.org/2003.109.b/2003.109.b_full.tif,,
Leaf from a Kalighat album: The Goddess Kali (recto); Kali Standing on Shiva (verso),1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.497, 'width': 0.293}}",TCMA-efb293ab-debf-4bcb-8498-3bb4038b5cb3,https://openaccess-cdn.clevelandart.org/2003.110/2003.110_full.tif,,
"The Goddess Kali (recto), from a Kalighat album",1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.497, 'width': 0.293}, 'painting only': {'height': 0.459, 'width': 0.28}}",TCMA-615d1157-0141-48c8-b5e3-9e467aa9d54d,https://openaccess-cdn.clevelandart.org/2003.110.a/2003.110.a_full.tif,,
"Kali Standing on Shiva (verso), from a Kalighat album",1875,1905,"Gum tempera, graphite, and ink on paper",Painting,"{'secondary support': {'height': 0.497, 'width': 0.293}, 'painting only': {'height': 0.3, 'width': 0.255}}",TCMA-eb11d15e-0ea7-484c-95a5-56e05b7d3591,https://openaccess-cdn.clevelandart.org/2003.110.b/2003.110.b_full.tif,,
"Krishna as Kali worshipped by Radha (recto), from a Kalighat album",1875,1905,"Gum tempera, graphite, and ink on paper",Painting,"{'secondary support': {'height': 0.481, 'width': 0.297}, 'painting only': {'height': 0.254, 'width': 0.204}}",TCMA-05c3a35c-d64f-4150-b302-18980195c28c,https://openaccess-cdn.clevelandart.org/2003.113.a/2003.113.a_full.tif,,
"Leaf from a Kalighat album: Krishna Steals the Clothes of the Cowgirls (Gopis) (recto); Das Avataras, Ten Incarnations of Vishnu (verso)",1875,1905,"Gum tempera, graphite, ink, and tin on paper; Woodcut, hand colored with gum tempera",Painting,"{'secondary support': {'height': 0.485, 'width': 0.299}}",TCMA-8e1f9141-b05f-40b7-91aa-175f75e6c2d4,https://openaccess-cdn.clevelandart.org/2003.114/2003.114_full.tif,,
"Krishna Steals the Clothes of the Cowgirls (Gopis) (recto), from a Kalighat album",1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.485, 'width': 0.299}, 'painting only': {'height': 0.455, 'width': 0.28}}",TCMA-1e9ea2cc-517c-47a5-981b-e179a2c552fa,https://openaccess-cdn.clevelandart.org/2003.114.a/2003.114.a_full.tif,,
Barber Cleaning a Woman’s Ear,1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.478, 'width': 0.297}, 'painting only': {'height': 0.453, 'width': 0.284}}",TCMA-f354bdcc-5aa8-4335-871d-665ac4c43980,https://openaccess-cdn.clevelandart.org/2003.117/2003.117_full.tif,,
Krishna Ferrying Radha Across the Yamuna River (recto),1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.485, 'width': 0.293}, 'painting only': {'height': 0.455, 'width': 0.274}}",TCMA-d7eb5a1b-6910-4376-8966-32364976d66e,https://openaccess-cdn.clevelandart.org/2003.129.a/2003.129.a_full.tif,,
Krishna Ferrying Radha Across the Yamuna River,1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'painting only': {'height': 0.445, 'width': 0.283}}",TCMA-7a7f98fb-1ec2-4f15-a92b-2995a8ed403e,https://openaccess-cdn.clevelandart.org/2003.130/2003.130_full.tif,,
Shiva Bearing Aloft the Body of His Sati,1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.48, 'width': 0.291}, 'painting only': {'height': 0.456, 'width': 0.278}}",TCMA-f602f80c-03ac-43b6-8df8-a8aa6ed9eaf0,https://openaccess-cdn.clevelandart.org/2003.131/2003.131_full.tif,,
Vishnu and Lakshmi,1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.478, 'width': 0.291}, 'painting only': {'height': 0.456, 'width': 0.277}}",TCMA-5b693b93-3e0a-429f-b78d-c35b8021faf1,https://openaccess-cdn.clevelandart.org/2003.132/2003.132_full.tif,,
"Krishna Stroking Radha's Feet (verso), from a Kalighat album",1875,1905,"Gum tempera, graphite, and ink on paper",Painting,"{'secondary support': {'height': 0.476, 'width': 0.292}, 'painting only': {'height': 0.454, 'width': 0.279}}",TCMA-9529e64d-d5ca-4225-9dc9-85989b2bd127,https://openaccess-cdn.clevelandart.org/2003.133.b/2003.133.b_full.tif,,
"Garuda Carrying Balarama and Krishna (verso), from a Kalighat album",1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.479, 'width': 0.293}, 'painting': {'height': 0.452, 'width': 0.278}}",TCMA-60abce95-644c-46a8-a4c1-846c8f0805f0,https://openaccess-cdn.clevelandart.org/2003.134.b/2003.134.b_full.tif,,
"Seven Heroes or Warriors Killing Abhimanya, Son of Arjuna",1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.499, 'width': 0.3}, 'painting only': {'height': 0.456, 'width': 0.277}}",TCMA-ef73bf59-e052-4ceb-b0d3-4214b125f1ee,https://openaccess-cdn.clevelandart.org/2003.144/2003.144_full.tif,,
English Babu (Native Indian Clerk) Holding a Hookah,1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.48, 'width': 0.295}, 'painting only': {'height': 0.457, 'width': 0.28}}",TCMA-18c16c02-78e6-47f5-a852-1e19a9d74414,https://openaccess-cdn.clevelandart.org/2003.145/2003.145_full.tif,,
The Mutiny of the Heroine Rani Lakshmi Bai of Jhansi,1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.485, 'width': 0.296}, 'painting only': {'height': 0.455, 'width': 0.28}}",TCMA-4d9fd1e8-2a21-45d5-ab3e-f02d040fafb5,https://openaccess-cdn.clevelandart.org/2003.146/2003.146_full.tif,,
"Diana or Artemis, Goddess of the Hunt",1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.484, 'width': 0.276}, 'painting only': {'height': 0.454, 'width': 0.278}}",TCMA-e16cba54-aaf8-495c-89e4-f33b54991f7a,https://openaccess-cdn.clevelandart.org/2003.147/2003.147_full.tif,,
Gajalakshmi: Lakshmi with Elephants,1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.607, 'width': 0.424}, 'painting only': {'height': 0.43, 'width': 0.277}}",TCMA-cd0d6e6a-c715-4587-9161-1d54f44da9f9,https://openaccess-cdn.clevelandart.org/2003.149/2003.149_full.tif,,
"Goddesses Lakshmi and Sarasvati (verso), from a Kalighat album",1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.405, 'width': 0.3}, 'painting only': {'height': 0.453, 'width': 0.284}}",TCMA-2b4c69e9-9a01-4a98-85bf-544dd541c771,https://openaccess-cdn.clevelandart.org/2003.150.b/2003.150.b_full.tif,,
"Kartikeya, from a Kalighat album",1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.478, 'width': 0.291}, 'painting only': {'height': 0.458, 'width': 0.282}}",TCMA-40097681-1aa6-4f0b-aed6-703304982020,https://openaccess-cdn.clevelandart.org/2003.151/2003.151_full.tif,,
Nitai and Gaur,1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.5, 'width': 0.296}, 'painting only': {'height': 0.454, 'width': 0.278}}",TCMA-79f948b0-6a88-41ee-9ea1-1be069f10b24,https://openaccess-cdn.clevelandart.org/2003.154/2003.154_full.tif,,
"Radha and Krishna (verso), from a Kalighat album",1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.477, 'width': 0.297}, 'painting only': {'height': 0.456, 'width': 0.277}}",TCMA-20386c3f-645b-4eca-b503-85834390ec1a,https://openaccess-cdn.clevelandart.org/2003.156.b/2003.156.b_full.tif,,
Leaf from a Kalighat album: Sheetaladevi: The Smallpox Goddess (recto); Durga (verso),1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.469, 'width': 0.298}}",TCMA-2a65ed8d-1347-4681-83dc-1fc66800d531,https://openaccess-cdn.clevelandart.org/2003.157/2003.157_full.tif,,
"Sheetaladevi: The Smallpox Goddess (recto), from a Kalighat album",1875,1895,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.469, 'width': 0.298}, 'painting only': {'height': 0.455, 'width': 0.277}}",TCMA-079090c3-053c-4586-90e8-ff72a3de2c77,https://openaccess-cdn.clevelandart.org/2003.157.a/2003.157.a_full.tif,,
Annapurna and Shiva,1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'secondary support': {'height': 0.503, 'width': 0.307}, 'painting only': {'height': 0.455, 'width': 0.276}}",TCMA-43dc3e43-3253-44fa-976e-451a192566d9,https://openaccess-cdn.clevelandart.org/2003.162/2003.162_full.tif,,
Balarama and Krishna,1875,1905,"Gum tempera, graphite, and ink on paper",Painting,"{'painting only': {'height': 0.453, 'width': 0.279}}",TCMA-fcfe3aed-c263-4ab5-bf7b-94746a9a6d80,https://openaccess-cdn.clevelandart.org/2003.168/2003.168_full.tif,,
Ganesha-Janani (Mother of Ganesh),1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'painting only': {'height': 0.442, 'width': 0.279}}",TCMA-d13d7bca-d2fa-45ec-98c9-e9344b16d10d,https://openaccess-cdn.clevelandart.org/2003.169/2003.169_full.tif,,
Two Elephants Fighting in a Courtyard Before Muhammad Shah,1725,1745,"Gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.625, 'width': 0.42}}",TCMA-8f2c9ec3-6c61-45f5-a96e-4aa23709b9da,https://openaccess-cdn.clevelandart.org/2005.1/2005.1_full.tif,TCMA-51524,"Nainsukh (Indian, 1710–1778)"
Maharaja of Kotah Listening to Music and Watching Dancers,1815,1825,"Gum tempera, ink, and gold on paper",Painting,"{'image': {'height': 0.333, 'width': 0.253}, 'paper': {'height': 0.354, 'width': 0.272}}",TCMA-058f6ed3-b193-4c74-9766-337312e94fa0,https://openaccess-cdn.clevelandart.org/2008.297/2008.297_full.tif,,
Portrait of a Musician,1795,1805,oil on wood,Painting,"{'framed': {'height': 0.72, 'width': 0.57, 'depth': 0.065}, 'unframed': {'height': 0.438, 'width': 0.603}}",TCMA-478bb24d-73a8-4193-9a1a-8bc365e2e89c,https://openaccess-cdn.clevelandart.org/2011.46/2011.46_full.tif,TCMA-60215,"Andrea Appiani (Italian, 1754–1817)"
Raja Shamsher Sen with a Youth,1760,1770,Gum tempera and ink on paper,Painting,"{'image': {'height': 0.165, 'width': 0.139}, 'border': {'height': 0.203, 'width': 0.176}}",TCMA-d1812049-32c7-4f86-8084-6dccddf39020,https://openaccess-cdn.clevelandart.org/2012.302/2012.302_full.tif,,
"Bijan killing the wild boars of Irman, from a Shah-nama (Book of Kings) of Firdausi (Persian, about 934–1020)",1605,1615,"Gum tempera, ink, and gold on paper",Painting,"{'page': {'height': 0.205, 'width': 0.124}, 'painting only': {'height': 0.058, 'width': 0.07}, 'text field': {'height': 0.133, 'width': 0.068}}",TCMA-3d1ff330-35f9-4cfe-941e-5842dbc57e72,https://openaccess-cdn.clevelandart.org/2013.283/2013.283_full.tif,,
"Bijan killing the wild boars of Irman, from a Shah-nama (Book of Kings) of Firdausi (Persian, about 934–1020) (verso)",1605,1615,"Gum tempera, ink, and gold on paper",Painting,"{'page': {'height': 0.203, 'width': 0.12}, 'painting only': {'height': 0.058, 'width': 0.07}}",TCMA-e4acd5e7-b3b2-4ea4-b45f-ecd6c185580f,https://openaccess-cdn.clevelandart.org/2013.283.1.b/2013.283.1.b_full.tif,,
"Text of Rustam and Suhrab, from the Shah-nama of Firdausi (Persian, c. 934–1020) (verso)",1605,1615,"Gum tempera, ink, and gold on paper",Painting,"{'page': {'height': 0.205, 'width': 0.124}, 'text field': {'height': 0.133, 'width': 0.068}}",TCMA-2e6516ec-86aa-4b67-a63c-02e4bd2dddef,https://openaccess-cdn.clevelandart.org/2013.283.2.b/2013.283.2.b_full.tif,,
An African Lyre Player (recto),1635,1665,"Gum tempera, ink, and gold on paper",Painting,"{'painting only': {'height': 0.187, 'width': 0.124}, 'page': {'height': 0.405, 'width': 0.289}}",TCMA-e24356b6-7153-4e83-bccd-802087d0c26f,https://openaccess-cdn.clevelandart.org/2013.289.a/2013.289.a_full.tif,,
Calligraphy (verso),1635,1665,"Gum tempera, ink, and gold on paper",Painting,"{'page': {'height': 0.405, 'width': 0.289}}",TCMA-b76fff99-fe36-49a2-85b2-5dd4fb1998f8,https://openaccess-cdn.clevelandart.org/2013.289.b/2013.289.b_full.tif,,
"Lovers Parting, Page from a Book of Fables",1585,1600,Gum tempera and gold on paper,Painting,"{'page': {'height': 0.361, 'width': 0.248}, 'painting only': {'height': 0.21, 'width': 0.12}}",TCMA-2dc00914-9205-4ee3-9ee8-c2ad80c9f7d7,https://openaccess-cdn.clevelandart.org/2013.303.a/2013.303.a_full.tif,,
"Folio B: Folio from the ""Five Treasures"" (Panj Ganj) of Jami (recto)",1520,1607,"Gum tempera, ink, and gold on paper",Painting,"{'page': {'height': 0.302, 'width': 0.181}}",TCMA-bd799d96-ebcb-4cdc-95a3-851e9987f204,https://openaccess-cdn.clevelandart.org/2013.315.2.a/2013.315.2.a_full.tif,TCMA-63517,"Mushfiq (Indian, active early 1600s)"
"Page from a Panj Ganj (Five Treasures) of Abd al-Rahman Jami (Persian, 1414–1492), with two Persian
masnavis: Yusuf va Zulaykha (Joseph and Zulaykha) and Subhat al-abrar (Rosary of the Righteous) (verso)",1520,1607,"Gum tempera, ink, and gold on paper",Painting,"{'page': {'height': 0.302, 'width': 0.181}}",TCMA-eaa345b4-5b5b-4b24-a5ea-ae1b7860962e,https://openaccess-cdn.clevelandart.org/2013.315.2.b/2013.315.2.b_full.tif,TCMA-63517,"Mushfiq (Indian, active early 1600s)"
"Nanda Solves Vasudeva’s Dilemma, from a Bhagavata Purana",1605,1615,Gum tempera and gold on paper,Painting,"{'sheet': {'height': 0.248, 'width': 0.299}}",TCMA-84f9583f-8333-43cb-a332-f444003545d8,https://openaccess-cdn.clevelandart.org/2013.365/2013.365_full.tif,,
Sparrows and Bamboo,1525,1599,hanging scroll; ink on paper,Painting,"{'mounted': {'height': 1.15, 'width': 0.516}, 'painting': {'height': 0.335, 'width': 0.45}, 'mounted with cord': {'height': 1.18}, 'mounted with knobs': {'width': 0.567}, 'knob diam': {'height': 0.025}}",TCMA-1c1f5152-0a79-45d4-83a5-f7bbb57f2927,https://openaccess-cdn.clevelandart.org/2015.457/2015.457_full.tif,TCMA-66885,"Shiken Saidō (Japanese, 1486–1581)"
Summer and Winter Landscapes,1607,1650,pair of six-panel folding screens; ink on gold- and silver-decorated paper,Painting,"{'framed': {'height': 1.547, 'width': 3.312}}",TCMA-ca65fe9d-dca6-41e5-8348-da01f48bcd3f,https://openaccess-cdn.clevelandart.org/2015.481/2015.481_full.tif,TCMA-54719,"Kano Naonobu (Japanese, 1607–1650)"
Summer and Winter Landscapes (one of a pair),1607,1650,six-panel folding screen; ink on gold- and silver-decorated paper,Painting,"{'framed': {'height': 1.7, 'width': 3.54, 'depth': 0.587}, 'painting': {'height': 1.547, 'width': 3.312}, 'frame': {'width': 0.016}, 'outer brocade': {'width': 0.052}, 'inner brocade': {'width': 0.007}}",TCMA-2a52789c-a3d0-4d8c-9992-5716c679376b,https://openaccess-cdn.clevelandart.org/2015.481.1/2015.481.1_full.tif,TCMA-54719,"Kano Naonobu (Japanese, 1607–1650)"
Summer and Winter Landscapes (one of a pair),1607,1650,six-panel folding screen; ink on gold- and silver-decorated paper,Painting,"{'framed': {'height': 1.7, 'width': 3.54, 'depth': 0.587}, 'painting': {'height': 1.547, 'width': 3.312}, 'frame': {'width': 0.016}, 'outer brocade': {'width': 0.052}, 'inner brocade': {'width': 0.007}}",TCMA-3cc9f596-bbaf-4a5a-9dd6-99c85d46c6e9,https://openaccess-cdn.clevelandart.org/2015.481.2/2015.481.2_full.tif,TCMA-54719,"Kano Naonobu (Japanese, 1607–1650)"
Moonlit Landscape (one of a pair),1575,1599,"six-panel folding screen, ink on paper",Painting,"{'framed': {'height': 1.55, 'width': 3.642, 'depth': 0.606}, 'painting': {'height': 1.39, 'width': 3.41}, 'frame': {'width': 0.016}, 'outer brocade': {'width': 0.056}, 'inner brocade': {'width': 0.009}}",TCMA-3ca75148-b4bb-4bf7-a1a1-87f921978b3a,https://openaccess-cdn.clevelandart.org/2015.482.1/2015.482.1_full.tif,,
Moonlit Landscape (one of a pair),1575,1599,"six-panel folding screen, ink on paper",Painting,"{'overall': {'height': 1.38, 'width': 3.41}, 'framed': {'height': 1.55, 'width': 3.642, 'depth': 0.606}, 'painting': {'height': 1.39, 'width': 3.41}, 'frame': {'height': 0.016}, 'outer brocade': {'width': 0.056}, 'inner brocade': {'width': 0.009}}",TCMA-91d00208-e078-4742-aa4d-b68d2819e41f,https://openaccess-cdn.clevelandart.org/2015.482.2/2015.482.2_full.tif,,
Chinese Servant Walking in the Rain,1500,1599,hanging scroll; ink on paper,Painting,"{'mounted': {'height': 1.318, 'width': 0.442}, 'painting': {'height': 0.44, 'width': 0.33}, 'mounted with cord': {'height': 1.338}, 'mounted with knobs': {'width': 0.487}, 'knob diam': {'height': 0.022}}",TCMA-4580e3af-7422-442a-b5f8-ea7f12e8b0bd,https://openaccess-cdn.clevelandart.org/2015.512/2015.512_full.tif,TCMA-22754,"Gakuō Zōkyū (Japanese, active about 1482–1514)"
Ebisu,1800,1899,"hanging scroll, ink and color on paper",Painting,"{'overall': {'height': 1.295, 'width': 0.305}}",TCMA-832e8440-51cf-49f2-a873-fdae46c30174,https://openaccess-cdn.clevelandart.org/2016.307/2016.307_full.tif,,
The Heroine Who Waits Anxiously for Her Absent Lover: Utka Nayika,1740,1765,Gum tempera and gold on paper,Painting,"{'miniature': {'height': 0.21, 'width': 0.151}, 'page': {'height': 0.248, 'width': 0.187}}",TCMA-245450da-d5ac-4192-b284-9024a2a462e0,https://openaccess-cdn.clevelandart.org/2018.103/2018.103_full.tif,,
Krishna Fluting,1665,1710,Gum tempera on paper,Painting,"{'miniature': {'height': 0.172, 'width': 0.095}, 'page': {'height': 0.219, 'width': 0.143}}",TCMA-deb9bd2f-ac79-476f-a97f-09894709875d,https://openaccess-cdn.clevelandart.org/2018.157/2018.157_full.tif,,
June (recto),1921,1931,oil on cardboard,Painting,"{'unframed': {'height': 0.775, 'width': 0.578}}",TCMA-97daec6b-ac53-4f7b-a2f0-7a86fd918e7a,https://openaccess-cdn.clevelandart.org/1950.397.a/1950.397.a_full.tif,TCMA-9405,"William Sommer (American, 1867–1949)"
"The Hillsides of Méry-sur-Oise, Opposite Auvers",1873,1873,oil on wood panel,Painting,"{'framed': {'height': 0.64, 'width': 0.86, 'depth': 0.125}, 'unframed': {'height': 0.345, 'width': 0.571}}",TCMA-439d386b-3bad-496b-99e4-3ee032b2a578,https://openaccess-cdn.clevelandart.org/1916.1048/1916.1048_full.tif,TCMA-1626,"Charles François Daubigny (French, 1817–1878)"
"Text, folio 3 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,ink and color on palm leaf,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-52576e9d-6c39-4b00-86ac-dabe3515bb4f,https://openaccess-cdn.clevelandart.org/1938.301.3.a/1938.301.3.a_full.tif,,
