objectid,locationid,title,date_start,date_end,medium,dimensions,classification,constituentid,forwarddisplayname,lastname,displaydate,artist_beginyear,artist_endyear,nationality,wikidataid,roletype,role,uuid,viewtype,maxpixels,depictstmsobjectid,artist_display,url,image_id
43716,8364.0,The Nymph of the Spring,1537.0,1537.0,Oil on panel,"overall: 48.4 x 72.8 cm (19 1/16 x 28 11/16 in.)
framed: 62.9 x 87.6 cm (24 3/4 x 34 1/2 in.)",Painting,1179,Lucas Cranach the Elder,Cranach the Elder,"German, 1472 - 1553",1472.0,1553.0,German,Q191748,artist,artist,b4b7c986-2d6a-42f3-8616-a686302e00f8,primary,,43716,"Lucas Cranach the Elder (German, 1472-1553)",https://api.nga.gov/iiif/b4b7c986-2d6a-42f3-8616-a686302e00f8/full/max/0/default.jpg,NGA-b4b7c986-2d6a-42f3-8616-a686302e00f8
43720,8408.0,Lady with a Fan,1628.0,1628.0,Oil on canvas,"overall: 109.7 x 97 cm (43 3/16 x 38 3/16 in.)
framed: 151.5 x 134.6 x 16.5 cm (59 5/8 x 53 x 6 1/2 in.)",Painting,1259,Sir Anthony van Dyck,Dyck,"Flemish, 1599 - 1641",1599.0,1641.0,Flemish,Q150679,artist,artist,6e34c11f-8ce8-4e5a-9c16-c7d9b6245220,primary,,43720,"Sir Anthony van Dyck (Flemish, 1599-1641)",https://api.nga.gov/iiif/6e34c11f-8ce8-4e5a-9c16-c7d9b6245220/full/max/0/default.jpg,NGA-6e34c11f-8ce8-4e5a-9c16-c7d9b6245220
43722,,Vincenzo Cappello,1550.0,1560.0,Oil on canvas,"overall: 141 x 118.1 cm (55 1/2 x 46 1/2 in.)
framed: 169.2 x 135.3 x 10.2 cm (66 5/8 x 53 1/4 x 4 in.)",Painting,1932,Titian,Titian,"Venetian, 1488/1490 - 1576",1490.0,1576.0,Italian,Q47551,artist,painter,41d63b2f-972c-4ed9-9c28-b3d8b3d260d5,primary,,43722,"Titian (Venetian, 1488/1490-1576)",https://api.nga.gov/iiif/41d63b2f-972c-4ed9-9c28-b3d8b3d260d5/full/max/0/default.jpg,NGA-41d63b2f-972c-4ed9-9c28-b3d8b3d260d5
43722,,Vincenzo Cappello,1550.0,1560.0,Oil on canvas,"overall: 141 x 118.1 cm (55 1/2 x 46 1/2 in.)
framed: 169.2 x 135.3 x 10.2 cm (66 5/8 x 53 1/4 x 4 in.)",Painting,1932,Titian,Titian,"Venetian, 1488/1490 - 1576",1490.0,1576.0,Italian,Q47551,artist,related artist,41d63b2f-972c-4ed9-9c28-b3d8b3d260d5,primary,,43722,"Possibly Titian (Venetian, 1488/1490-1576)",https://api.nga.gov/iiif/41d63b2f-972c-4ed9-9c28-b3d8b3d260d5/full/max/0/default.jpg,NGA-41d63b2f-972c-4ed9-9c28-b3d8b3d260d5
43722,,Vincenzo Cappello,1550.0,1560.0,Oil on canvas,"overall: 141 x 118.1 cm (55 1/2 x 46 1/2 in.)
framed: 169.2 x 135.3 x 10.2 cm (66 5/8 x 53 1/4 x 4 in.)",Painting,8310,Italian 16th Century,Italian 16th Century,,1500.0,1599.0,Italian,,artist,painter,41d63b2f-972c-4ed9-9c28-b3d8b3d260d5,primary,,43722,Italian 16th Century,https://api.nga.gov/iiif/41d63b2f-972c-4ed9-9c28-b3d8b3d260d5/full/max/0/default.jpg,NGA-41d63b2f-972c-4ed9-9c28-b3d8b3d260d5
43725,10327.0,Saint John the Evangelist on Patmos,1548.0,1558.0,Oil on canvas,"overall: 237.6 x 263 cm (93 9/16 x 103 9/16 in.)
framed: 265.5 x 290.9 x 10.7 cm (104 1/2 x 114 1/2 x 4 3/16 in.)",Painting,1932,Titian,Titian,"Venetian, 1488/1490 - 1576",1490.0,1576.0,Italian,Q47551,artist,painter,71e09ac6-9143-49fe-b25b-bb4bf5b56dfc,primary,,43725,"Titian (Venetian, 1488/1490-1576)",https://api.nga.gov/iiif/71e09ac6-9143-49fe-b25b-bb4bf5b56dfc/full/max/0/default.jpg,NGA-71e09ac6-9143-49fe-b25b-bb4bf5b56dfc
43725,10327.0,Saint John the Evangelist on Patmos,1548.0,1558.0,Oil on canvas,"overall: 237.6 x 263 cm (93 9/16 x 103 9/16 in.)
framed: 265.5 x 290.9 x 10.7 cm (104 1/2 x 114 1/2 x 4 3/16 in.)",Painting,1932,Titian,Titian,"Venetian, 1488/1490 - 1576",1490.0,1576.0,Italian,Q47551,artist,related artist,71e09ac6-9143-49fe-b25b-bb4bf5b56dfc,primary,,43725,"Possibly Titian (Venetian, 1488/1490-1576)",https://api.nga.gov/iiif/71e09ac6-9143-49fe-b25b-bb4bf5b56dfc/full/max/0/default.jpg,NGA-71e09ac6-9143-49fe-b25b-bb4bf5b56dfc
43725,10327.0,Saint John the Evangelist on Patmos,1548.0,1558.0,Oil on canvas,"overall: 237.6 x 263 cm (93 9/16 x 103 9/16 in.)
framed: 265.5 x 290.9 x 10.7 cm (104 1/2 x 114 1/2 x 4 3/16 in.)",Painting,8310,Italian 16th Century,Italian 16th Century,,1500.0,1599.0,Italian,,artist,painter,71e09ac6-9143-49fe-b25b-bb4bf5b56dfc,primary,,43725,Italian 16th Century,https://api.nga.gov/iiif/71e09ac6-9143-49fe-b25b-bb4bf5b56dfc/full/max/0/default.jpg,NGA-71e09ac6-9143-49fe-b25b-bb4bf5b56dfc
46145,,The Assumption of the Virgin,1658.0,1660.0,Oil on canvas,overall: 215.1 x 156.3 cm (84 11/16 x 61 9/16 in.),Painting,1946,Juan de Valdés Leal,Valdés Leal,"Spanish, 1622 - 1690",1622.0,1690.0,Spanish,Q518898,artist,artist,466f1cfc-d244-4ecb-8dbc-694ea8a89f21,primary,,46145,"Juan de Valdés Leal (Spanish, 1622-1690)",https://api.nga.gov/iiif/466f1cfc-d244-4ecb-8dbc-694ea8a89f21/full/max/0/default.jpg,NGA-466f1cfc-d244-4ecb-8dbc-694ea8a89f21
46146,,Saint Jerome in the Wilderness,1570.0,1580.0,Oil on canvas,"overall: 108 x 84.1 cm (42 1/2 x 33 1/8 in.)
framed: 142.1 x 116.5 x 8.3 cm (55 15/16 x 45 7/8 x 3 1/4 in.)",Painting,1952,Veronese,Veronese,"Venetian, 1528 - 1588",1528.0,1588.0,Italian,Q9440,artist,painter,15f8d0fb-d3ac-487b-91b7-eaa4f4adac70,primary,,46146,"Veronese (Venetian, 1528-1588)",https://api.nga.gov/iiif/15f8d0fb-d3ac-487b-91b7-eaa4f4adac70/full/max/0/default.jpg,NGA-15f8d0fb-d3ac-487b-91b7-eaa4f4adac70
46146,,Saint Jerome in the Wilderness,1570.0,1580.0,Oil on canvas,"overall: 108 x 84.1 cm (42 1/2 x 33 1/8 in.)
framed: 142.1 x 116.5 x 8.3 cm (55 15/16 x 45 7/8 x 3 1/4 in.)",Painting,1952,Veronese,Veronese,"Venetian, 1528 - 1588",1528.0,1588.0,Italian,Q9440,artist,related artist,15f8d0fb-d3ac-487b-91b7-eaa4f4adac70,primary,,46146,"Possibly Veronese (Venetian, 1528-1588)",https://api.nga.gov/iiif/15f8d0fb-d3ac-487b-91b7-eaa4f4adac70/full/max/0/default.jpg,NGA-15f8d0fb-d3ac-487b-91b7-eaa4f4adac70
46146,,Saint Jerome in the Wilderness,1570.0,1580.0,Oil on canvas,"overall: 108 x 84.1 cm (42 1/2 x 33 1/8 in.)
framed: 142.1 x 116.5 x 8.3 cm (55 15/16 x 45 7/8 x 3 1/4 in.)",Painting,37351,Benedetto Caliari,Caliari,"Venetian, 1538 - 1598",1538.0,1598.0,Italian,,artist,painter,15f8d0fb-d3ac-487b-91b7-eaa4f4adac70,primary,,46146,"Benedetto Caliari (Venetian, 1538-1598)",https://api.nga.gov/iiif/15f8d0fb-d3ac-487b-91b7-eaa4f4adac70/full/max/0/default.jpg,NGA-15f8d0fb-d3ac-487b-91b7-eaa4f4adac70
46147,,Saint Lucy and a Donor,1583.0,1597.0,Oil on canvas,"overall: 180.6 x 115.3 cm (71 1/8 x 45 3/8 in.)
framed: 207.3 x 141.6 x 13.3 cm (81 5/8 x 55 3/4 x 5 1/4 in.)",Painting,1952,Veronese,Veronese,"Venetian, 1528 - 1588",1528.0,1588.0,Italian,Q9440,artist,painter,432afda0-85e7-45b4-96b4-c0f630746c4a,primary,,46147,"Veronese (Venetian, 1528-1588)",https://api.nga.gov/iiif/432afda0-85e7-45b4-96b4-c0f630746c4a/full/max/0/default.jpg,NGA-432afda0-85e7-45b4-96b4-c0f630746c4a
46147,,Saint Lucy and a Donor,1583.0,1597.0,Oil on canvas,"overall: 180.6 x 115.3 cm (71 1/8 x 45 3/8 in.)
framed: 207.3 x 141.6 x 13.3 cm (81 5/8 x 55 3/4 x 5 1/4 in.)",Painting,1952,Veronese,Veronese,"Venetian, 1528 - 1588",1528.0,1588.0,Italian,Q9440,artist,related artist,432afda0-85e7-45b4-96b4-c0f630746c4a,primary,,46147,"Possibly Veronese (Venetian, 1528-1588)",https://api.nga.gov/iiif/432afda0-85e7-45b4-96b4-c0f630746c4a/full/max/0/default.jpg,NGA-432afda0-85e7-45b4-96b4-c0f630746c4a
46147,,Saint Lucy and a Donor,1583.0,1597.0,Oil on canvas,"overall: 180.6 x 115.3 cm (71 1/8 x 45 3/8 in.)
framed: 207.3 x 141.6 x 13.3 cm (81 5/8 x 55 3/4 x 5 1/4 in.)",Painting,49428,Gabriele Caliari,Caliari,"Venetian, 1568 - 1631",1568.0,1631.0,Italian,,artist,painter,432afda0-85e7-45b4-96b4-c0f630746c4a,primary,,46147,"Gabriele Caliari (Venetian, 1568-1631)",https://api.nga.gov/iiif/432afda0-85e7-45b4-96b4-c0f630746c4a/full/max/0/default.jpg,NGA-432afda0-85e7-45b4-96b4-c0f630746c4a
46136,10398.0,"Cardinal Bandinello Sauli, His Secretary, and Two Geographers",1516.0,1516.0,Oil on panel,"overall: 121.8 x 150.4 cm (47 15/16 x 59 3/16 in.)
framed: 153.7 x 181.6 x 10.2 cm (60 1/2 x 71 1/2 x 4 in.)",Painting,1866,Sebastiano del Piombo,Sebastiano del Piombo,"Venetian, 1485 - 1547",1485.0,1547.0,Italian,Q285423,artist,artist,f145e1fa-552c-4ffd-95a8-db12b700dae2,primary,,46136,"Sebastiano del Piombo (Venetian, 1485-1547)",https://api.nga.gov/iiif/f145e1fa-552c-4ffd-95a8-db12b700dae2/full/max/0/default.jpg,NGA-f145e1fa-552c-4ffd-95a8-db12b700dae2
46157,,Memorial to Admiral Sir Clowdisley Shovell,1725.0,1725.0,Oil on canvas,"overall: 222.1 x 158.8 cm (87 7/16 x 62 1/2 in.)
framed: 251.3 x 188.4 x 10.8 cm (98 15/16 x 74 3/16 x 4 1/4 in.)",Painting,1827,Sebastiano Ricci,Ricci,"Venetian, 1659 - 1734",1659.0,1734.0,Italian,Q506483,artist,artist,3a5decbc-9cce-4804-93c1-7c29806d8f55,primary,,46157,"Sebastiano Ricci (Venetian, 1659-1734)",https://api.nga.gov/iiif/3a5decbc-9cce-4804-93c1-7c29806d8f55/full/max/0/default.jpg,NGA-3a5decbc-9cce-4804-93c1-7c29806d8f55
46157,,Memorial to Admiral Sir Clowdisley Shovell,1725.0,1725.0,Oil on canvas,"overall: 222.1 x 158.8 cm (87 7/16 x 62 1/2 in.)
framed: 251.3 x 188.4 x 10.8 cm (98 15/16 x 74 3/16 x 4 1/4 in.)",Painting,2707,Marco Ricci,Ricci,"Venetian, 1676 - 1729",1676.0,1729.0,Italian,Q930162,artist,artist,3a5decbc-9cce-4804-93c1-7c29806d8f55,primary,,46157,"Marco Ricci (Venetian, 1676-1729)",https://api.nga.gov/iiif/3a5decbc-9cce-4804-93c1-7c29806d8f55/full/max/0/default.jpg,NGA-3a5decbc-9cce-4804-93c1-7c29806d8f55
46177,8370.0,The Baptism of Christ,1485.0,1500.0,Oil on panel,"painted surface: 104.3 x 169.7 cm (41 1/16 x 66 13/16 in.)
support: 105.7 x 170.4 cm (41 5/8 x 67 1/16 in.)",Painting,1699,Master of the Saint Bartholomew Altar,Master of the Saint Bartholomew Altar,"German, active c. 1475/1510",1430.0,1535.0,German,Q632385,artist,artist,e09f2884-f3ed-4275-a572-ea5a35769030,primary,,46177,"Master of the Saint Bartholomew Altar (German, active c. 1475/1510)",https://api.nga.gov/iiif/e09f2884-f3ed-4275-a572-ea5a35769030/full/max/0/default.jpg,NGA-e09f2884-f3ed-4275-a572-ea5a35769030
46043,,Girl with Birds,1780.0,1782.0,Oil on canvas,"overall (oval): 61.4 x 52 cm (24 3/16 x 20 1/2 in.)
framed: 92.7 x 70.5 x 6.4 cm (36 1/2 x 27 3/4 x 2 1/2 in.)",Painting,13,Anonymous Artist,Anonymous Artist,,,,Unknown,Q4233718,artist,painter,1f38ddd9-d78c-4780-bf53-cf979e65759e,primary,,46043,Anonymous Artist,https://api.nga.gov/iiif/1f38ddd9-d78c-4780-bf53-cf979e65759e/full/max/0/default.jpg,NGA-1f38ddd9-d78c-4780-bf53-cf979e65759e
46043,,Girl with Birds,1780.0,1782.0,Oil on canvas,"overall (oval): 61.4 x 52 cm (24 3/16 x 20 1/2 in.)
framed: 92.7 x 70.5 x 6.4 cm (36 1/2 x 27 3/4 x 2 1/2 in.)",Painting,1358,Jean-Baptiste Greuze,Greuze,"French, 1725 - 1805",1725.0,1805.0,French,Q347139,artist,related artist,1f38ddd9-d78c-4780-bf53-cf979e65759e,primary,,46043,"Possibly Jean-Baptiste Greuze (French, 1725-1805)",https://api.nga.gov/iiif/1f38ddd9-d78c-4780-bf53-cf979e65759e/full/max/0/default.jpg,NGA-1f38ddd9-d78c-4780-bf53-cf979e65759e
46476,,Simon Hayem,1875.0,1875.0,Oil on canvas,"overall: 40.5 x 32.6 cm (15 15/16 x 12 13/16 in.)
framed: 62.2 x 53.3 cm (24 1/2 x 21 in.)",Painting,607,Jules Bastien-Lepage,Bastien-Lepage,"French, 1848 - 1884",1848.0,1884.0,French,Q541859,artist,artist,374fda41-5b38-4cad-82e1-070612ae14f3,primary,,46476,"Jules Bastien-Lepage (French, 1848-1884)",https://api.nga.gov/iiif/374fda41-5b38-4cad-82e1-070612ae14f3/full/max/0/default.jpg,NGA-374fda41-5b38-4cad-82e1-070612ae14f3
46477,8714.0,Caroline Mortier de Trévise,1810.0,1812.0,Oil on canvas,"overall: 22.3 x 16.5 cm (8 3/4 x 6 1/2 in.)
framed: 33.8 x 28.3 x 5.7 cm (13 5/16 x 11 1/8 x 2 1/4 in.)",Painting,975,Louis-Léopold Boilly,Boilly,"French, 1761 - 1845",1761.0,1845.0,French,Q715909,artist,artist,d8ae297c-0057-41a0-9c52-deede67cc5f6,primary,,46477,"Louis-Léopold Boilly (French, 1761-1845)",https://api.nga.gov/iiif/d8ae297c-0057-41a0-9c52-deede67cc5f6/full/max/0/default.jpg,NGA-d8ae297c-0057-41a0-9c52-deede67cc5f6
46478,,Malvina Mortier de Trévise,1810.0,1812.0,Oil on canvas,"overall: 22.2 x 16.6 cm (8 3/4 x 6 9/16 in.)
framed: 34 x 28.6 x 5.7 cm (13 3/8 x 11 1/4 x 2 1/4 in.)",Painting,975,Louis-Léopold Boilly,Boilly,"French, 1761 - 1845",1761.0,1845.0,French,Q715909,artist,artist,4706f23e-a1e1-4e37-ad3a-ae6281cf784e,primary,,46478,"Louis-Léopold Boilly (French, 1761-1845)",https://api.nga.gov/iiif/4706f23e-a1e1-4e37-ad3a-ae6281cf784e/full/max/0/default.jpg,NGA-4706f23e-a1e1-4e37-ad3a-ae6281cf784e
45853,,U.S. Mail Boat,1855.0,1855.0,Oil on canvas,"overall: 51.4 x 67.3 cm (20 1/4 x 26 1/2 in.)
framed: 62.5 x 77.8 x 3.8 cm (24 5/8 x 30 5/8 x 1 1/2 in.)",Painting,654,Leila T. Bauman,Bauman,"American, active 1850 or after",1770.0,1910.0,American,Q21497538,artist,artist,d51fc546-ed53-4df7-ba6c-8006b388812c,primary,,45853,"Leila T. Bauman (American, active 1850 or after)",https://api.nga.gov/iiif/d51fc546-ed53-4df7-ba6c-8006b388812c/full/max/0/default.jpg,NGA-d51fc546-ed53-4df7-ba6c-8006b388812c
45854,8555.0,Little Girl in Lavender,1840.0,1840.0,Oil on canvas,"overall: 85.7 x 69.4 cm (33 3/4 x 27 5/16 in.)
framed: 98.1 x 83.2 x 5 cm (38 5/8 x 32 3/4 x 1 15/16 in.)",Painting,1021,John Bradley,Bradley,"American, active 1827/1847",1767.0,1891.0,American,Q16197540,artist,artist,1c6a400f-d460-44b3-821c-60110eb9a026,primary,,45854,"John Bradley (American, active 1827/1847)",https://api.nga.gov/iiif/1c6a400f-d460-44b3-821c-60110eb9a026/full/max/0/default.jpg,NGA-1c6a400f-d460-44b3-821c-60110eb9a026
45872,,Morning Haze,1888.0,1888.0,Oil on canvas,"overall: 74 x 92.5 cm (29 1/8 x 36 7/16 in.)
framed: 89.7 x 107 x 5.4 cm (35 5/16 x 42 1/8 x 2 1/8 in.)",Painting,1726,Claude Monet,Monet,"French, 1840 - 1926",1840.0,1926.0,French,Q296,artist,artist,36bd94fc-291f-43cb-9fd4-7b391fe3f0e5,primary,,45872,"Claude Monet (French, 1840-1926)",https://api.nga.gov/iiif/36bd94fc-291f-43cb-9fd4-7b391fe3f0e5/full/max/0/default.jpg,NGA-36bd94fc-291f-43cb-9fd4-7b391fe3f0e5
46045,4519.0,Group of Four Boys,1625.0,1674.0,Oil on canvas,overall: 126.8 x 101 cm (49 15/16 x 39 3/4 in.),Painting,13,Anonymous Artist,Anonymous Artist,,,,Unknown,Q4233718,artist,painter,6f5bf932-dc12-4e23-8fca-fb8e55f603cb,primary,,46045,Anonymous Artist,https://api.nga.gov/iiif/6f5bf932-dc12-4e23-8fca-fb8e55f603cb/full/max/0/default.jpg,NGA-6f5bf932-dc12-4e23-8fca-fb8e55f603cb
46045,4519.0,Group of Four Boys,1625.0,1674.0,Oil on canvas,overall: 126.8 x 101 cm (49 15/16 x 39 3/4 in.),Painting,1259,Sir Anthony van Dyck,Dyck,"Flemish, 1599 - 1641",1599.0,1641.0,Flemish,Q150679,artist,artist after,6f5bf932-dc12-4e23-8fca-fb8e55f603cb,primary,,46045,"After Sir Anthony van Dyck (Flemish, 1599-1641)",https://api.nga.gov/iiif/6f5bf932-dc12-4e23-8fca-fb8e55f603cb/full/max/0/default.jpg,NGA-6f5bf932-dc12-4e23-8fca-fb8e55f603cb
45891,,The Annunciation,1578.0,1588.0,Oil on canvas,"overall: 98.4 x 75.3 cm (38 3/4 x 29 5/8 in.)
framed: 123 x 99.1 x 7.3 cm (48 7/16 x 39 x 2 7/8 in.)",Painting,1952,Veronese,Veronese,"Venetian, 1528 - 1588",1528.0,1588.0,Italian,Q9440,artist,painter,71e089ee-091b-42b6-8c1d-c7dc9c315010,primary,,45891,"Veronese (Venetian, 1528-1588)",https://api.nga.gov/iiif/71e089ee-091b-42b6-8c1d-c7dc9c315010/full/max/0/default.jpg,NGA-71e089ee-091b-42b6-8c1d-c7dc9c315010
45891,,The Annunciation,1578.0,1588.0,Oil on canvas,"overall: 98.4 x 75.3 cm (38 3/4 x 29 5/8 in.)
framed: 123 x 99.1 x 7.3 cm (48 7/16 x 39 x 2 7/8 in.)",Painting,1952,Veronese,Veronese,"Venetian, 1528 - 1588",1528.0,1588.0,Italian,Q9440,artist,related artist,71e089ee-091b-42b6-8c1d-c7dc9c315010,primary,,45891,"Possibly Veronese (Venetian, 1528-1588)",https://api.nga.gov/iiif/71e089ee-091b-42b6-8c1d-c7dc9c315010/full/max/0/default.jpg,NGA-71e089ee-091b-42b6-8c1d-c7dc9c315010
45891,,The Annunciation,1578.0,1588.0,Oil on canvas,"overall: 98.4 x 75.3 cm (38 3/4 x 29 5/8 in.)
framed: 123 x 99.1 x 7.3 cm (48 7/16 x 39 x 2 7/8 in.)",Painting,8310,Italian 16th Century,Italian 16th Century,,1500.0,1599.0,Italian,,artist,painter,71e089ee-091b-42b6-8c1d-c7dc9c315010,primary,,45891,Italian 16th Century,https://api.nga.gov/iiif/71e089ee-091b-42b6-8c1d-c7dc9c315010/full/max/0/default.jpg,NGA-71e089ee-091b-42b6-8c1d-c7dc9c315010
46050,,"Barbara Villiers, Duchess of Cleveland",1661.0,1665.0,Oil on canvas,"overall: 126.1 x 101.5 cm (49 5/8 x 39 15/16 in.)
framed: 152.4 x 127.3 cm (60 x 50 1/8 in.)",Painting,13,Anonymous Artist,Anonymous Artist,,,,Unknown,Q4233718,artist,painter,79ed1904-db69-4baf-bc28-4a8dd72b16ab,primary,,46050,Anonymous Artist,https://api.nga.gov/iiif/79ed1904-db69-4baf-bc28-4a8dd72b16ab/full/max/0/default.jpg,NGA-79ed1904-db69-4baf-bc28-4a8dd72b16ab
46050,,"Barbara Villiers, Duchess of Cleveland",1661.0,1665.0,Oil on canvas,"overall: 126.1 x 101.5 cm (49 5/8 x 39 15/16 in.)
framed: 152.4 x 127.3 cm (60 x 50 1/8 in.)",Painting,1477,Sir Peter Lely,Lely,"English, born Germany, 1618 - 1680",1618.0,1680.0,English,Q161336,artist,related artist,79ed1904-db69-4baf-bc28-4a8dd72b16ab,primary,,46050,"Possibly Sir Peter Lely (English, born Germany, 1618-1680)",https://api.nga.gov/iiif/79ed1904-db69-4baf-bc28-4a8dd72b16ab/full/max/0/default.jpg,NGA-79ed1904-db69-4baf-bc28-4a8dd72b16ab
46499,,Mademoiselle de Fitz-James,1867.0,1867.0,Oil on canvas,"overall: 51.1 x 42.8 cm (20 1/8 x 16 7/8 in.)
framed: 75.9 x 68 cm (29 7/8 x 26 3/4 in.)",Painting,1275,Henri Fantin-Latour,Fantin-Latour,"French, 1836 - 1904",1836.0,1904.0,French,Q310715,artist,artist,446671ef-a5d1-4e77-b059-bef1c696cee6,primary,,46499,"Henri Fantin-Latour (French, 1836-1904)",https://api.nga.gov/iiif/446671ef-a5d1-4e77-b059-bef1c696cee6/full/max/0/default.jpg,NGA-446671ef-a5d1-4e77-b059-bef1c696cee6
45876,,"Easby Abbey, near Richmond",1821.0,1854.0,Oil on canvas,"overall: 65.9 x 91.6 cm (25 15/16 x 36 1/16 in.)
framed: 80 x 105.4 x 6.9 cm (31 1/2 x 41 1/2 x 2 11/16 in.)",Painting,1199,George Cuitt the Younger,Cuitt the Younger,"British, 1779 - 1854",1779.0,1854.0,British,Q5538263,artist,artist,9cd59cc1-c024-43ad-9e49-080aed4c801a,primary,,45876,"George Cuitt the Younger (British, 1779-1854)",https://api.nga.gov/iiif/9cd59cc1-c024-43ad-9e49-080aed4c801a/full/max/0/default.jpg,NGA-9cd59cc1-c024-43ad-9e49-080aed4c801a
45877,8676.0,The Gardener Vallier,1906.0,1906.0,Oil on canvas,"overall: 107.4 × 74.5 cm (42 5/16 × 29 5/16 in.)
framed: 130.81 × 97.47 × 8.89 cm (51 1/2 × 38 3/8 × 3 1/2 in.)",Painting,1115,Paul Cézanne,Cézanne,"French, 1839 - 1906",1839.0,1906.0,French,Q35548,artist,artist,879bd223-950c-4019-a61d-8715432ab11f,primary,,45877,"Paul Cézanne (French, 1839-1906)",https://api.nga.gov/iiif/879bd223-950c-4019-a61d-8715432ab11f/full/max/0/default.jpg,NGA-879bd223-950c-4019-a61d-8715432ab11f
46500,,Self-Portrait,1858.0,1858.0,Oil on canvas,"overall: 40.7 x 32.7 cm (16 x 12 7/8 in.)
framed: 62.9 x 54 x 5.7 cm (24 3/4 x 21 1/4 x 2 1/4 in.)",Painting,1275,Henri Fantin-Latour,Fantin-Latour,"French, 1836 - 1904",1836.0,1904.0,French,Q310715,artist,artist,47e0968b-3989-4a69-b185-66f490d8e5e7,primary,,46500,"Henri Fantin-Latour (French, 1836-1904)",https://api.nga.gov/iiif/47e0968b-3989-4a69-b185-66f490d8e5e7/full/max/0/default.jpg,NGA-47e0968b-3989-4a69-b185-66f490d8e5e7
46559,,Nude with Red Hair,1920.0,1920.0,Oil on canvas,"overall: 110.9 x 86.5 cm (43 11/16 x 34 1/16 in.)
framed: 138.4 x 113 x 7.6 cm (54 1/2 x 44 1/2 x 3 in.)",Painting,940,George Bellows,Bellows,"American, 1882 - 1925",1882.0,1925.0,American,Q167132,artist,painter,e6bf3533-0480-4087-b10a-974116c01d5f,primary,,46559,"George Bellows (American, 1882-1925)",https://api.nga.gov/iiif/e6bf3533-0480-4087-b10a-974116c01d5f/full/max/0/default.jpg,NGA-e6bf3533-0480-4087-b10a-974116c01d5f
46594,,Sweet Tremulous Leaves,1922.0,1923.0,Oil on canvas,"overall: 77.2 x 46.4 cm (30 3/8 x 18 1/4 in.)
framed: 97.8 x 67.6 x 3.2 cm (38 1/2 x 26 5/8 x 1 1/4 in.)",Painting,1213,Arthur B. Davies,Davies,"American, 1862 - 1928",1862.0,1928.0,American,Q708502,artist,painter,3a88cafe-693c-4197-9455-0403e3403415,primary,,46594,"Arthur B. Davies (American, 1862-1928)",https://api.nga.gov/iiif/3a88cafe-693c-4197-9455-0403e3403415/full/max/0/default.jpg,NGA-3a88cafe-693c-4197-9455-0403e3403415
46622,,The Basket of Flowers,1913.0,1917.0,Oil on canvas,"overall: 81.4 x 81.5 cm (32 1/16 x 32 1/16 in.)
framed: 93.8 x 94 x 6.7 cm (36 15/16 x 37 x 2 5/8 in.)",Painting,1323,Frederick Carl Frieseke,Frieseke,"American, 1874 - 1939",1874.0,1939.0,American,Q537002,artist,artist,ff1d89ca-7eb4-445d-87cd-35214bd3fff2,primary,,46622,"Frederick Carl Frieseke (American, 1874-1939)",https://api.nga.gov/iiif/ff1d89ca-7eb4-445d-87cd-35214bd3fff2/full/max/0/default.jpg,NGA-ff1d89ca-7eb4-445d-87cd-35214bd3fff2
46674,,Peasant Woman,1880.0,1880.0,Oil on canvas,"overall: 73 x 60.4 cm (28 3/4 x 23 3/4 in.)
framed: 99.7 x 86.4 cm (39 1/4 x 34 in.)",Painting,1791,Camille Pissarro,Pissarro,"French, born St. Thomas, Virgin Islands, 1830 - 1903",1830.0,1903.0,French,Q134741,artist,artist,9cc79c1d-3e5d-4531-9bea-0462449a8abc,primary,,46674,"Camille Pissarro (French, born St. Thomas, Virgin Islands, 1830-1903)",https://api.nga.gov/iiif/9cc79c1d-3e5d-4531-9bea-0462449a8abc/full/max/0/default.jpg,NGA-9cc79c1d-3e5d-4531-9bea-0462449a8abc
46689,,The Banks of the Oise,1877.0,1878.0,Oil on canvas,"overall: 54.3 x 64.7 cm (21 3/8 x 25 1/2 in.)
framed: 76.5 x 87.1 cm (30 1/8 x 34 5/16 in.)",Painting,1877,Alfred Sisley,Sisley,"French, 1839 - 1899",1839.0,1899.0,French,Q175130,artist,artist,a167f440-ad1c-481e-ada0-2f6962d54e64,primary,,46689,"Alfred Sisley (French, 1839-1899)",https://api.nga.gov/iiif/a167f440-ad1c-481e-ada0-2f6962d54e64/full/max/0/default.jpg,NGA-a167f440-ad1c-481e-ada0-2f6962d54e64
45955,8553.0,The Westwood Children,1807.0,1807.0,Oil on canvas,overall: 104.5 x 117 cm (41 1/8 x 46 1/16 in.),Painting,1425,Joshua Johnson,Johnson,"American, born c. 1763, active 1796 - 1824",1763.0,1843.0,American,Q958068,artist,painter,3985dde4-8475-4df9-8ef8-5829de574a26,primary,,45955,"Joshua Johnson (American, born c. 1763, active 1796-1824)",https://api.nga.gov/iiif/3985dde4-8475-4df9-8ef8-5829de574a26/full/max/0/default.jpg,NGA-3985dde4-8475-4df9-8ef8-5829de574a26
